Paper_ID,Title,author,publication venue,year,abstract,,,,,,,,,,,,,,
261,Mapping robots to therapy and educational objectives for children with autism spectrum disorder,"CAGJ Huijnen, MAS Lexis, R Jansens…",Journal of autism and …,2016,The aim of this study was to increase knowledge on therapy and educational objectives professionals work on with children with autism spectrum disorder (ASD) and to identify …,,,,,,,,,,,,,,
262,"Testing, validation, and verification of robotic and autonomous systems: a systematic review","H Araujo, MR Mousavi, M Varshosaz",ACM Transactions on Software …,2023,"We perform a systematic literature review on testing, validation, and verification of robotic and autonomous systems (RAS). The scope of this review covers peer-reviewed research …",,,,,,,,,,,,,,
263,A Networked Intelligent Elderly Care Model Based on Nursing Robots to Achieve Healthy Aging,"W Ji, R Luo, Y Sun, M Yang, Y Liu, H Chen, D Lin, Z Su…",Research,2025,"… Examples include the humanoid robot Pepper, the seal-shaped robot Paro [26], and the multifunctional robotic arm Lio, which are already used in homes and care facilities worldwide […",,,,,,,,,,,,,,
264,Gienger M and Peters J (2022) Robot Learning From Randomized Simulations: A Review,"F Muratore, F Ramos, G Turk, W Yu",Frontiers in robotics and AI …,2023,"… The proposed observation-based attack as well as training algorithm is … Humanoid Robot Dynamics: A Survey Based on User Feedback,"" in Tools for simulating humanoid robot …",,,,,,,,,,,,,,
265,Human–agent teaming for multirobot control: A review of human factors issues,"JYC Chen, MJ Barnes",IEEE Transactions on Human-Machine …,2014,"… research is, by its very nature, multidisciplinary requiring research psychology, computer science, computational linguistics, etc.; however, like most complex research, it is best attacked …",,,,,,,,,,,,,,
266,A Comprehensive Survey on Robo-Ethics,"N Ambhore, Y Khandarkar, D Pingale, S Dravid…",… Conference on Robotics …,2023,"… Autonomous weapons are those that, once fired, choose and attack targets without further human input [22]. Issues of distinction, accountability, and transparency are raised by both …",,,,,,,,,,,,,,
267,The moral case for sexbots,M Behrendt,"Paladyn, Journal of Behavioral Robotics",2020,"In this paper, I will try to examine the main objections and moral qualms by some opponents to sexbots. While minor points of their argumentation are not entirely groundless, my aim is …",,,,,,,,,,,,,,
268,Machine learning and cognitive robotics: opportunities and challenges,T Tawiah,,2022,"… such as interpretability, susceptibility to adversarial attacks, privacy issues and stability under … The icub [35] humanoid robot is a 53-degree-of-freedom humanoid robot of approximately …",,,,,,,,,,,,,,
269,Sex and gender analysis improves science and engineering,"C Tannenbaum, RP Ellis, F Eyssel, J Zou…",Nature,2019,"… Designed to outsmart the defence tactics of the cancer cells, checkpoint inhibitors stimulate natural killer cells to attack tumour cells. Natural killer cells are sensitive to oestrogen and …",,,,,,,,,,,,,,
270,A Review on Fundamental of EEG for Rehabilitation Robotic Arm,"NE SA, ZY Ali, AS Jawad",Journal of Engineering …,2017,"… Stroke can be divided into transient ischemic attack (TIA), an ischemic stroke and … in the industry of medical treatment and the humanoid robot. Early 20th century until now various types …",,,,,,,,,,,,,,
271,Social robotic application to support active and healthy ageing,"S Cooper, A Di Fava, O Villacañas…",2021 30th IEEE …,2021,"… Moreover, if multimodal RGB and depth images are used, the solution provides additional mechanisms so as to avoid spoofing attacks. No facial images are stored, either during the …",,,,,,,,,,,,,,
272,Synergistic sensory platform: robotic nurse,"I Peshko, R Pawluczyk, D Wick",Journal of Low Power Electronics and …,2013,"… One is the well-known “humanoid” robot, or one that maximally looks like a human—“… a signal that one of the patients has a heart attack and, at this moment, somewhere in hospital a fire …",,,,,,,,,,,,,,
273,Digital twin for human–robot collaboration in manufacturing: Review and outlook,"AK Ramasubramanian, R Mathew, M Kelly…",Applied Sciences,2022,"… As various sensors and modules interact, there is also a concern within the industry regarding the security of networks to prevent cyber-attacks [183,184], leading to another challenge …",,,,,,,,,,,,,,
274,Recent developments in modular unmanned ground vehicles: A review,"A Gadekar, K Kataria, J Aher…",Asia-Pacific Journal …,2024,"… Moreover, with surveillance and logistics being automated, UGVs also reduce the overall risk of collateral damage during recce by avoiding ambush or guerilla attacks. Unmanned …",,,,,,,,,,,,,,
275,"Resilient robots: Concept, review, and future directions","T Zhang, W Zhang, MM Gupta",Robotics,2017,"This paper reviews recent developments in the emerging field of resilient robots and the related robots that share common concerns with them, such as self-reconfigurable robots. This …",,,,,,,,,,,,,,
276,A Review of the Applications and Future Scope of Artificial Intelligence in Smart Transport,"K Arya, MS Arya",ICT Infrastructure and Computing: Proceedings of …,2022,"… to list all the movies where one has seen a humanoid robot driving a car or a taxi, while the … outcome as a car driven by a humanoid robot; running a series of complex calculations and …",,,,,,,,,,,,,,
277,"Robert Provine: the critical human importance of laughter, connections and contagion","SK Scott, CQ Cai, A Billing",… Transactions of the Royal …,2022,… In a study looking at chimpanzee's responses to a humanoid robot that either moved randomly or … the chimpanzees themselves are not reported not laugh then they launch their attack. …,,,,,,,,,,,,,,
278,Negative impacts of artificial intelligence technologies on the tourism industry,"A Zvaigzne, L Litavniece, S Kodors…",… Hospitality and Tourism …,2025,… and practically by the deployment of the humanoid robot “Pepper” in an Italian hotel to provide … Deepfake and misinformation provide toxic training data that can attack AI systems trained …,,,,,,,,,,,,,,
279,Vision in robot soccer: a review,"S Nadarajah, K Sundaraj",Artificial Intelligence Review,2015,"This paper will give readers an overview of the vision system used on Robot Soccer systems. Firstly, it lists out the positioning of the cameras that are used on a robot soccer system …",,,,,,,,,,,,,,
280,Text analytics for co-creation in public sector organizations: a literature review-based research framework,"N Rizun, A Revina, N Edelmann",Artificial Intelligence Review,2025,"… pose significant challenges, as open digital platforms and social media data may contain personal information; and data transfer across networks risks unauthorized use and attacks. …",,,,,,,,,,,,,,
281,From virtual reality to the emerging discipline of perception engineering,"SM LaValle, EG Center, T Ojala…",Annual Review of …,2023,"… As a thought experiment, imagine a humanoid robot wearing a VR HMD. Assuming it has … more robust to spoofing attacks (attempts to create illusory perceptual experiences for robots). …",,,,,,,,,,,,,,
282,"Advancing Human-Machine Teaming: Concepts, Challenges, and Applications","D Chen, HJ Yoon, Z Wan, N Alluru, SW Lee…",arXiv preprint arXiv …,2025,"… be ensured by mitigating adversarial attacks and biases. … teammates to counter attacks while maintaining performance… [79] introduced Robonaut, a humanoid robot designed for space …",,,,,,,,,,,,,,
283,Resource allocation and service provisioning in multi-agent cloud robotics: A comprehensive survey,"M Afrin, J Jin, A Rahman, A Rahman…",… Surveys &Tutorials,2021,"… Firstly, it is essential to protect the physical resources from malicious attacks. While sharing data with other robots, edge resources and cloud data centre, unauthorized access to data …",,,,,,,,,,,,,,
284,Perspectives on the Use of Robots in Etho-experimental Approaches to Animal Behavior,JS Choi,The Journal of Korea Robotics Society,2022,"… Billard, WD Hopkins, and KA Bard, “Triggering social interactions: chimpanzees respond to imitation by a humanoid robot and request responses from it,” Animal Cognition, vol. 17, no. 3…",,,,,,,,,,,,,,
285,"The handbook on socially interactive agents: 20 years of research on embodied conversational agents, intelligent virtual agents, and social robotics volume 2 …","B Lugrin, C Pelachaud, D Traum",,2022,"… This is an exciting area in which the known issues are being attacked with verve and energy. Most researchers of SIAs do not expect the world to be full of them in the immediate future, …",,,,,,,,,,,,,,
286,"Robotic approaches at the crossroads of Chaos, fractals and percolation theory","BH Kaygisiz, M Karahan, AM Erkmen…",Applications of Chaos and …,2011,"… The last two steps of the approach given above directly attack the problem of uncertainty … the ALV on irregular roads as well as to a two-legged locomotion system, a humanoid robot. …",,,,,,,,,,,,,,
287,Is integrating video into tech-based patient education effective for improving medication adherence?–A review,MT Ghozali,"Paladyn, Journal of Behavioral Robotics",2023,"… The primary cause of the disease is not clearly understood, although it is suspected to be an autoimmune disorder in which the body’s own immune system attacks itself. This disease is …",,,,,,,,,,,,,,
288,A review of smart homes—Present state and future challenges,"M Chan, D Estève, C Escriba, E Campo",Computer methods and programs …,2008,"In the era of information technology, the elderly and disabled can be monitored with numerous intelligent devices. Sensors can be implanted into their home for continuous mobility …",,,,,,,,,,,,,,
289,Home-based cognitively assistive robots: maximizing cognitive functioning and maintaining independence in older adults without dementia,"R Van Patten, AV Keller, JE Maye…",… interventions in aging,2020,"Promoting health and prolonging independence in the home is a priority for older adults, caregivers, clinicians, and society at large. Rapidly developing robotics technology provides a …",,,,,,,,,,,,,,
290,Discovering topics and trends in the field of Artificial Intelligence: Using LDA topic modeling,"D Yu, B Xiang",Expert systems with applications,2023,"Artificial Intelligence (AI) has affected all aspects of social life in recent years. This study reviews 177,204 documents published in 25 journals and 16 conferences in the AI research …",,,,,,,,,,,,,,
291,Recent developments and applications of haptic devices,"SD Laycock, AM Day",Computer Graphics Forum,2003,… which allows the user to control a humanoid robot or a character in a virtual environment … a roving motion platform called Men In Black – Alien attack [70]. This ride allows the audience to …,,,,,,,,,,,,,,
292,Artificial Intelligence and Legal Issues.: A Review of AI-based Legal Impasses in Terms of Criminal Law.,M Fincan,,2023,"… first humanoid robot, WABOT-1, was produced in 1972 by Japanese researchers in Tokyo112. Humanoid production technologies, which have reached the levels of humanoid robot …",,,,,,,,,,,,,,
293,Towards industrial revolution 5.0 and explainable artificial intelligence: Challenges and opportunities,"I Taj, N Zaman",International Journal of Computing and …,2022,… Ozcimder [145] studies a humanoid robot representation of dancers by developing an AI … The recent research shows the vulnerabilities arising from adversarial attacks on data analysis …,,,,,,,,,,,,,,
294,A review of verification and validation for space autonomous systems,"RC Cardoso, G Kourtis, LA Dennis, C Dixon…",Current Robotics …,2021,"… 1, is a humanoid robot running ROS (Robot Operating System) [50] onboard the International Space Station (ISS) to aid humans in complex tasks. Even though the robot was formally …",,,,,,,,,,,,,,
295,A review of recent reports on autism: 1000 studies published in 2007,JR Hughes,Epilepsy &Behavior,2008,"… had spikes, but no clinical attacks, these data may reflect focal changes as spikes, but without appropriate spread from the focus to initiate a clinical attack. Therefore, a deficiency in the …",,,,,,,,,,,,,,
296,"Analysis of Methods and Techniques Used for Speaker Identification, Recognition, and Verification: A Study on Quarter-Century Research Outcomes","TS Mohammed, KM Aljebory, MAA Rasheed, MS Al-Ani…",Iraqi Journal of Science,2021,,,,,,,,,,,,,,,
297,"A critical historic overview of artificial intelligence: Issues, challenges, opportunities, and threats",PP Groumpos,Artificial Intelligence and Applications,2023,"… (4) The first humanoid robot, (WABOT), developed by Ichiro Kato of Waseda University, … make decisions about who to target and when to attack. In addition, there are concerns about the …",,,,,,,,,,,,,,
298,Smart robot control via novel computational intelligence methods for ambient assisted living,B Xing,Trends in Ambient Intelligent Systems: The Role of …,2016,"In recent years, we have witnessed a rapid surge in ambient assisted living (AAL) technologies due to a rapidly aging society. The aging population, the increasing cost of formal health …",,,,,,,,,,,,,,
299,Playful educational interventions in children and adolescents' health literacy: a systematic review,"SM Ribeiro, MB Basso, C Massignan…",Health Promotion …,2023,"There is a need to investigate methods to increase children’s health knowledge. Therefore, the aim of this study was to systematically evaluate the literature on playful educational …",,,,,,,,,,,,,,
300,Slouching toward New Humanism,"P Contini, E Osmanaj",Frontiers in Sociology,2023,"… individual, subject humanism to a frontal attack and reduce the individual to functional rationality… a computer or be connected to a humanoid robot or biological body, effectively replacing …",,,,,,,,,,,,,,
301,A systematic review for robotic for cognitive speech therapy for rehabilitation patient,"J Qi, E Chew, J Yang",… and Mechatronics: Selected Articles from the …,2023,"… The third is a transient ischemic attack (TIA) [1]. The condition is mild, usually lasting only a … Three robot is an intelligent service robot (humanoid robot) developed by qihan technology, …",,,,,,,,,,,,,,
302,"A review on locomotion robophysics: the study of movement at the intersection of robotics, soft matter and dynamical systems","J Aguilar, T Zhang, F Qian, M Kingsbury…",Reports on Progress …,2016,"… model for flapping-winged fliers through systematic wind tunnel measurements of a flying robot, measuring elevator deflection and force for different wind speeds and angles of attack […",,,,,,,,,,,,,,
303,Survey on artificial intelligence based techniques for emerging robotic communication,"SH Alsamhi, O Ma, MS Ansari",Telecommunication Systems,2019,This paper reviews the current development of artificial intelligence (AI) techniques for the application area of robot communication. The research of the control and operation of multiple …,,,,,,,,,,,,,,
304,The internet of things for applications in wearable technology,"AM Rahmani, W Szu-Han, K Yu-Hsuan…",IEEE …,2022,"… They described potential attacks for various vulnerabilities, categorized them by severity, … Their architecture may be utilized to create more complex social humanoid robot behaviors. …",,,,,,,,,,,,,,
305,Knowledge-grounded dialogue flow management for social robots and conversational agents,"L Grassi, CT Recchiuto, A Sgorbissa",International Journal of Social …,2022,"… CARESSES exploited the humanoid robot Pepper Footnote 2 as the main robotic platform for interacting with people [6], in particular with older people in care homes, to make them feel …",,,,,,,,,,,,,,
306,2. The convergence of advances in biology and emerging technologies,C Watson,JSTOR,,… in a position to threaten or perpetrate a biological attack—rather than actual possession and … it unveils the latest achievement of its humanoid robot Atlas. Its successes include walking …,,,,,,,,,,,,,,
307,"A review of safe reinforcement learning: Methods, theory and applications","S Gu, L Yang, Y Du, G Chen, F Walter, J Wang…",arXiv preprint arXiv …,2022,"… Most importantly, we need to consider the control safety, which prevents adversary attacks from destroying or controlling the agent [133]. Therefore, for the safe RL application research, …",,,,,,,,,,,,,,
308,Final Report Assessing Current Research on Autonomous Systems and Related Technologies in Australasia,"K Goretta, DJ Atkinson",,2011,… hard-charging leader accustomed to attacking very significant challenges in autonomous systems … The “Twendy-One” robot is well known world wide as humanoid robot with exceptional …,,,,,,,,,,,,,,
309,The Many Meanings of Vulnerability in the AI Act and the One Missing,"F Galli, C Novelli",Available at SSRN,2024,"… Similarly, AI systems can be exploited to produce harmful outcomes, such as adversarial attacks (… How humans adapt to a convenfional humanoid robot in taking turnsat-talk, in CHI ‘16: …",,,,,,,,,,,,,,
310,Robots in games,"D Rato, F Correia, A Pereira, R Prada",International Journal of Social …,2023,"During the past two decades, robots have been increasingly deployed in games. Researchers use games to better understand human-robot interaction and, in turn, the inclusion of …",,,,,,,,,,,,,,
311,Evolution of Information Technology. Opportunities and Challenges for Decision Support Systems,"A? Morozov, V? Yashchenko",… Problems of the National Academy of …,2024,"… in military operations, including the FEDOR humanoid robot, the Uran-9 and Kurganets-25 … control terminal into the attack helicopter control system. Uran-9 is capable of attack, defense, …",,,,,,,,,,,,,,
312,Bridging the Simulation to Reality Gap in Robotics,K Vasios,PQDT-Global,2024,… We attempt to attack this problem by firstly identifying the overall span of the knowledge map covered by the survey papers [17–20]. By using a set of keywords we can extract a …,,,,,,,,,,,,,,
313,Towards Friendly AI: A Comprehensive Review and New Perspectives on Human-AI Alignment,"Q Sun, Y Li, E Alturki, SMK Murthy…",arXiv preprint arXiv …,2024,"… It addresses technical challenges such as defending against adversarial attacks, protecting … [111] develop a humanoid robot that incorporates emotion recognition. Furthermore, some …",,,,,,,,,,,,,,
314,Ground robots for inspection and monitoring: A state-of-the-art review,"D Huamanchahua, D Yalli-Villa…",2021 IEEE 12th …,2021,"The concept of mobile robotics has had great growth since the 60-70 decade, being created the Shakey robot as one of the first, followed by the Newt robot and the Hilare robot. In …",,,,,,,,,,,,,,
315,A review on human robot collaboration and its application in the health care sector,JI Aizcorbe,University of Applied Sciences (Hochschule …,2020,"… The Geminoid HI-4 is a humanoid robot designed in the image and likeness of its … -attacks, computer viruses, malware, etc. New technologies are susceptible to these types of attacks, …",,,,,,,,,,,,,,
316,"Spoken language interaction with robots: research issues and recommendations, report from the nsf future directions workshop","M Marge, C Espy-Wilson, N Ward",arXiv preprint arXiv:2011.05533,2020,"… This can be an instance of the “uncanny valley” effect, in which a near human-looking artifact (such as a humanoid robot) can trigger feelings of eeriness and repulsion [84]. Of course …",,,,,,,,,,,,,,
317,"Quantitative laughter detection, measurement, and classification—A critical survey","S Cosentino, S Sessa…",IEEE Reviews in …,2016,The study of human nonverbal social behaviors has taken a more quantitative and computational approach in recent years due to the development of smart interfaces and virtual agents …,,,,,,,,,,,,,,
318,The robot and the human. Where's their similarity limit?,GR Ivanitskii,Physics-Uspekhi,2018,"… Nevertheless, they are vulnerable to hacker attacks and other chance interferences or intentional misadjustment. The high operation speed of CARs does not leave time for an operator …",,,,,,,,,,,,,,
319,Concepts and applications of digital twins in healthcare and medicine,"K Zhang, HY Zhou, DT Baptista-Hon, Y Gao, X Liu…",Patterns,2024,"The digital twin (DT) is a concept widely used in industry to create digital replicas of physical objects or systems. The dynamic, bi-directional link between the physical entity and its …",,,,,,,,,,,,,,
320,Mobile edge intelligence for large language models: A contemporary survey,"G Qu, Q Chen, W Wei, Z Lin, X Chen…",… Surveys &Tutorials,2025,"… -purpose foundation model for humanoid robot learning, which takes … However, humanoid robot applications also face strict … attacks, such as data poisoning and model inversion attacks …",,,,,,,,,,,,,,
321,A Review of Facial Expression System Using Machine Learning Techniques,S Kumar,ijerct.com,,… In this workproposes an emotion recognition system for a humanoid robot. … CYBER ATTACK DETECTION AND CLASSIFICATION BASED ON MACHINE LEARNING TECHNIQUE …,,,,,,,,,,,,,,
322,"Vocal interactivity in-and-between humans, animals, and robots","RK Moore, R Marxer, S Thill",Frontiers in Robotics and AI,2016,… (2013) extended this work replacing the computer system with a humanoid robot (an iCub) and found a similar alignment in the domain of manual actions (rather than the lexical domain)…,,,,,,,,,,,,,,
323,A systematic mapping study on the verification of cyber-physical systems,"P Duan, Y Zhou, X Gong, B Li",IEEE Access,2018,"… on verification of attacks such as, cyber attacks or unknown attacks. Noack and Schmitt … two parts: humanoid robot and drones. Researches on a single humanoid robot focused on …",,,,,,,,,,,,,,
324,The use of artificial intelligence to aid in oral hygiene education: A scoping review,"JRH Tay, NG Ethan, DY Chow, CPC Sim",Journal of Dentistry,2023,… old) Oral hygiene education from a humanoid robot Not specified Not specified Not specified … improvement between oral health instructions from a dental surgeon or a humanoid robot …,,,,,,,,,,,,,,
325,Deep learning for intelligent human–computer interaction,"Z Lv, F Poiesi, Q Dong, J Lloret, H Song",Applied Sciences,2022,"In recent years, gesture recognition and speech recognition, as important input methods in Human–Computer Interaction (HCI), have been widely used in the field of virtual reality. In …",,,,,,,,,,,,,,
326,A spectrum of tech: An integrated literature review of technologies to target social skills in students with autism spectrum disorders,T Caldwell,,2020,"… it begins to attack the inclusivity … humanoid robot and increased joint attention among six young students with ASD (Warren et al., 2015). The robot, NAO, is a child-sized humanoid robot …",,,,,,,,,,,,,,
327,"Phi in physiology, psychology and biomechanics: The golden ratio between myth and science","M Iosa, G Morone, S Paolucci",Biosystems,2018,"In recent years, there has been a renewed interest in the use of the so-called golden ratio (Phi, ?), an irrational number with fractal properties, used in artworks since V century BC. and …",,,,,,,,,,,,,,
328,"A survey of deep learning: Platforms, applications and emerging research trends","WG Hatcher, W Yu",IEEE access,2018,"Deep learning has exploded in the public consciousness, primarily as predictive and analytical products suffuse our world, in the form of numerous human-centered smart-world systems…",,,,,,,,,,,,,,
329,"A review of safe reinforcement learning: Methods, theories and applications","S Gu, L Yang, Y Du, G Chen, F Walter…",… on Pattern Analysis …,2024,"… Furthermore, we need to consider the control safety, which prevents adversary attacks from destroying or controlling the agent [56]. Therefore, for the safe RL application research, we …",,,,,,,,,,,,,,
330,"A Review of the Industry 4.0 to 5.0 Transition: Exploring the Intersection, Challenges, and Opportunities of Technology and Human–Machine Collaboration","MT Islam, K Sepanloo, S Woo, SH Woo, YJ Son",Machines,2025,"… The recent AI boom has also witnessed significant advancements in humanoid robot research. Unlike co-bots, which are designed for collaboration with humans, humanoid robots …",,,,,,,,,,,,,,
331,A Critical survey of EEG-based BCI systems for applications in industrial internet of things,"R Ajmeria, M Mondal, R Banerjee…",… Surveys &Tutorials,2022,"Industrial Internet of Things (IIoT) and its applications have seen a paradigm shift since the advent of artificial intelligence and machine learning. However, these methods are mostly …",,,,,,,,,,,,,,
332,Methods for Trajectory Prediction in Table Tennis,"MF Kaftanci, M Günay, Ö Öztimur Karada?",Trends in Data Engineering …,2021,… For an attack player ball flight time can be under 200 ms and prediction should finish under 100 ms. … Ball’s flight trajectory prediction for table-tennis game by humanoid robot. In: IEEE …,,,,,,,,,,,,,,
333,"Application of phi (?), the Golden Ratio, in Computing: A Systematic Review","M Akhtaruzzaman, JU Tanvin, AA Shafie…",IEEE …,2024,… due to its resistance to security attacks. Computing ? with high … the increasing threat of cyber-attacks by providing faster and … The study’s findings have presented a humanoid robot …,,,,,,,,,,,,,,
334,Hybrid Advances,"AB Rashid, MDAK Kausik",researchgate.net,,"… Then, in 1972, Japan unveiled WABOT-1, the first intelligent humanoid robot [20]. The base … , and pest and rodent attack management [90] are all integral parts of precision farming [91]. …",,,,,,,,,,,,,,
335,Parallel learning: Overview and perspective for computational learning across Syn2Real and Sim2Real,"Q Miao, Y Lv, M Huang, X Wang…",IEEE/CAA Journal of …,2023,"… There are several good methods to address this problem, eg, DADA [74] which takes an attack-… The ADR method solved a Rubik’s cube with a humanoid robot hand. The randomized-to-…",,,,,,,,,,,,,,
336,Indian Sign Language Recognition System–A Review,"S Reshna, M Jayaraju","… on Signal and Speech Processing, ICSSP",2014,… context of sign language recognition and also attacks the problem of interference between face … result has been tested on the Webots simulation platform on Humanoid robot (HOAP2) to …,,,,,,,,,,,,,,
337,Sensorimotor Skill Communication: A Literature Review,"V Babushkin, MH Jamil, W Park, M Eid",IEEE Access,2021,"… from a combination of movement primitives obtained by capturing and processing human motions is to use evolutionary algorithms, eg for generating arm motions of a humanoid robot […",,,,,,,,,,,,,,
338,"Cyber-physical-social systems: A state-of-the-art survey, challenges and opportunities","Y Zhou, FR Yu, J Chen, Y Kuo",IEEE Communications Surveys …,2019,… References [73] and [74] focus on the problem of cyber active attacks in CPSs. The authors … show that the proposal is able to promote the goal of the defense of active attacks in CPSSs. …,,,,,,,,,,,,,,
339,""" Some Assembly Required""--Understanding Race in Voltron: Legendary Defender.",L Ferris,"Annual Review of Education, Communication & …",2021,"… and form Voltron, a weaponised, humanoid robot that has the potential to stop Zarkon. After overcoming several trials, they are forced to attack Zarkon directly when his soldiers capture …",,,,,,,,,,,,,,
340,Developing intelligent robots that grasp affordance,GE Loeb,Frontiers in Robotics and AI,2022,"… The problem is most easily appreciated by so-called “adversarial attacks” on deep-learning neural networks (NNs), which will confidently identify previously seen objects when …",,,,,,,,,,,,,,
341,A review on artificial intelligence in internet of things and cyber physical systems,A Haldorai,Journal of Computing and Natural Science,2023,"… Robotics' Pepper is a humanoid robot designed to interact with people. It can read human … Xie, “Third eye: Context-aware detection for hidden terminal emulation attacks in cognitive …",,,,,,,,,,,,,,
342,Guidelines for a systematic review in systems and automatic engineering. Case study: Distributed estimation techniques for cyber-physical systems,"C Ierardi, L Orihuela, I Jurado",2018 European Control …,2018,This paper presents some guidelines for conducting a systematic review SR (also referred to as a systematic literature review) in the field of systems and automatic engineering. Inspired …,,,,,,,,,,,,,,
343,"Biology and bioinspiration of soft robotics: Actuation, sensing, and system integration","L Ren, B Li, G Wei, K Wang, Z Song, Y Wei, L Ren…",Iscience,2021,"Organisms in nature grow with senses, nervous, and actuation systems coordinated in ingenious ways to sustain metabolism and other essential life activities. The understanding of …",,,,,,,,,,,,,,
344,"Exploration of the creative processes in animals, robots, and AI: who holds the authorship?","C Sueur, J Lombard, O Capra, B Beltzung…",Humanities and Social …,2024,"Picture a simple scenario: a worm, in its modest way, traces a trail of paint as it moves across a sheet of paper. Now shift your imagination to a more complex scene, where a …",,,,,,,,,,,,,,
345,Exo skeleton pertinence and control techniques: A state-of-the-art review,"P Rangan R, R Babu S",Proceedings of the Institution of …,2024,… Human gait cycle and walking pattern is mimicked 57 in the developed a humanoid robot to create … Transient Ischemic attack (TIA) recovery 121 is yet another potential area where exo-…,,,,,,,,,,,,,,
346,An introductory tutorial on brain–computer interfaces and their applications,"A Bonci, S Fiori, H Higashi, T Tanaka, F Verdini",Electronics,2021,"… Indeed, an increasing number of attacks to BCI applications … direct-control system for humanoid robot navigation. The … Five healthy subjects controlled a humanoid robot navigation …",,,,,,,,,,,,,,
347,Review for optimal human-gesture design methodology and motion representation of medical images using segmentation from depth data and gesture …,"A Gupta, S Kumar, S Kumar",Current Medical Imaging,2024,… Real-time gesture recognition using a humanoid robot with a deep neural architecture.2014 IEEE-RAS International Conference on Humanoid Robots201464665110.1109/…,,,,,,,,,,,,,,
348,Brain computer interfaces: The future of communication between the brain and the external world,"A ALMofleh, M Alseddiqi, O Najam…","Science, Engineering …",2023,"… La Bella, “Reaching and grasping a glass of water by locked-in ALS patients through a BCIcontrolled humanoid robot,” Frontiers in Human Neuroscience, vol. 11, pp. 1-10, 2017. …",,,,,,,,,,,,,,
349,AI-enhanced collective intelligence,"H Cui, T Yasseri",Patterns,2024,"Current societal challenges exceed the capacity of humans operating either alone or collectively. As AI evolves, its role within human collectives will vary from an assistive tool to a …",,,,,,,,,,,,,,
350,Bio-inspired algorithms for cybersecurity-a review of the state-of-the-art and challenges,"KT Chui, RW Liu, M Zhao…",International Journal of …,2024,"… attacks include user-to-root attacks, remote-to-local attacks, scanning attacks, and resource and bandwidth depletion attacks (a well-known example denial of service attacks). A …",,,,,,,,,,,,,,
351,Artificial agency and the game of semantic extension,F Fossa,Interdisciplinary Science Reviews,2021,"… Accordingly, if a particular humanoid robot is widely experienced by its users as a companion, a friend or a trustworthy member of the family, it seems to make little sense to take a step …",,,,,,,,,,,,,,
352,AI revolutionizing industries worldwide: A comprehensive overview of its diverse applications,"AB Rashid, AK Kausik",Hybrid Advances,2024,Artificial Intelligence (AI) technology's rapid advancement has significantly changed various industries' operations. This comprehensive review paper aims to provide readers with a …,,,,,,,,,,,,,,
353,Review on design and control aspects of robotic shoulder rehabilitation orthoses,"AS Niyetkaliyev, S Hussain…",IEEE Transactions on …,2017,… stroke r-ehabilitation: An expanded guidance document from the European Stroke Organisation (ESO) guidelines for management of ischaemic stroke and transient ischaemic attack …,,,,,,,,,,,,,,
354,Spreading Awareness Cybersecurity via Storytelling: A Systematic Literature,"J Andriessen¹, T Citro, G Palmieri",Methodologies and Intelligent …,2025,… robots (ie Zenbo [6] and Furhat [23] robots) to disseminate cybersecurity curriculum programs and to provide better protection to individuals and companies against cybersecurity attacks…,,,,,,,,,,,,,,
355,A Literature Review of Artificial Intelligence,"AWA Wafa, MHM Hussain",UMT Artificial Intelligence Review,2021,"… against cyber-attacks; however, there are still numerous existing cyber-attack predicaments that require more … episodic segmentation and imitative learning of humanoid robot through …",,,,,,,,,,,,,,
356,Commercialization of multimodal systems,"PR Cohen, R Tumuluri",The Handbook of Multimodal-Multisensor …,2019,This chapter surveys the broad and accelerating commercial activity in building products incorporating multimodal-multisensor interfaces. We discuss here multimodal-multisensor …,,,,,,,,,,,,,,
357,Death among primates: a critical review of non?human primate interactions towards their dead and dying,"A Gonçalves, S Carvalho",Biological Reviews,2019,"… Non-human primates face death from a variety of causes ranging from predation, conspecific attack, accidental falls, disease, starvation and stillbirth. Infants may be carried post-mortem …",,,,,,,,,,,,,,
358,"Realization of sustainable development goals with disruptive technologies by integrating industry 5.0, society 5.0, smart cities and villages","P Kasinathan, R Pugazhendhi, RM Elavarasan…",Sustainability,2022,"… attacks upon AI will target and exploit training-data poisoning, AI model theft or adversarial samples to attack … Trigger-Action Programming for Personalising Humanoid Robot Behaviour. …",,,,,,,,,,,,,,
359,"Artificial intelligence in cyber security: research advances, challenges, and opportunities","Z Zhang, H Ning, F Shi, F Farha, Y Xu, J Xu…",Artificial Intelligence …,2022,"… Guan Y, Ge X (2018) Distributed attack detection and secure estimation of networked cyber-physical systems against false data injection attacks and jamming attacks. IEEE Trans Signal …",,,,,,,,,,,,,,
360,Journey of artificial intelligence Frontier: A comprehensive overview,S Peta,Global Journal of Computer Science and Technology,2023,"… the likelihood of a patient experiencing another heart attack after being hospitalized for one. … In addition, new cyber attack techniques will be developed to exploit specific AI technology …",,,,,,,,,,,,,,
361,Annual comprehensive on hyper-automation technology application in farming,"S Amertet, G Gebresenbet",Smart Agricultural Technology,2024,"… condemned and really attacked. But then John F.Kennenedy [82] kind of sprung to her rescue. … The drones, humanoid robot and mobile robots depicted in Fig:5 are examples of …",,,,,,,,,,,,,,
